,target_loc,Coordinates,latitude,longitude
4593,"Salem State University, Massachusetts","(42.50461785, -70.89403761837123)",42.50461785,-70.89403762
4594,"Shelburne, Massachusetts","(42.6054134, -72.681515)",42.6054134,-72.681515
4595,"Hopkinton, Massachusetts","(42.2288875, -71.5196439)",42.2288875,-71.5196439
4596,"Lexington, Massachusetts","(42.4473175, -71.2245003)",42.4473175,-71.2245003
4597,"Pepperell, Massachusetts","(42.6697695, -71.6030963)",42.6697695,-71.6030963
4598,"Sudbury, Massachusetts","(42.3834278, -71.4161725)",42.3834278,-71.4161725
4599,"Dudley, Massachusetts","(42.0572744, -71.9396898)",42.0572744,-71.9396898
4600,"Lancaster, Massachusetts","(42.473123, -71.691664)",42.473123,-71.691664
4601,"Millbury, Massachusetts","(42.1968504, -71.7681182)",42.1968504,-71.7681182
4602,"Sturbridge, Massachusetts","(42.0955914, -72.0820025)",42.0955914,-72.0820025
4603,"Farmington, Maine","(44.671094, -70.151825)",44.671094,-70.151825
4604,"Lincoln, Maine","(45.3622432, -68.504716)",45.3622432,-68.504716
4605,"Barry, Michigan","(42.5910739, -85.3242417)",42.5910739,-85.3242417
4606,"Hampton Township, Michigan","(42.149034, -83.151067)",42.149034,-83.151067
4607,"St. Joseph Township, Michigan","(43.5548589, -85.3195663)",43.5548589,-85.3195663
4608,"Mott Community College, Michigan","(43.02038555, -83.67265190660416)",43.02038555,-83.67265191
4609,"Huron, Michigan","(43.8385749, -83.0221987)",43.8385749,-83.0221987
4610,"Leslie, Michigan","(42.4514253, -84.4324695)",42.4514253,-84.4324695
4611,"Richland, Michigan","(42.3761504, -85.4550054)",42.3761504,-85.4550054
4612,"Luce, Michigan","(46.4824144, -85.5556156)",46.4824144,-85.5556156
4613,"Marquette, Michigan","(46.4481521, -87.6305899)",46.4481521,-87.6305899
4614,"Ishpeming, Michigan","(46.488547, -87.667636)",46.488547,-87.667636
4615,"Ludington, Michigan","(43.9555406, -86.4477416)",43.9555406,-86.4477416
4616,"Big Rapids, Michigan","(43.698078, -85.483656)",43.698078,-85.483656
4617,"Commerce Township, Michigan","(42.56945925, -83.49968284223547)",42.56945925,-83.49968284
4618,"Hart, Michigan","(43.698341, -86.363965)",43.698341,-86.363965
4619,"Evart, Michigan","(43.900575, -85.258097)",43.900575,-85.258097
4620,"Grand Valley State University, Michigan","(42.96351755, -85.88623554199742)",42.96351755,-85.88623554
4621,"Sturgis, Michigan","(41.799217, -85.4191482)",41.799217,-85.4191482
4622,"Sanilac, Michigan","(43.4150687, -82.8234745)",43.4150687,-82.8234745
4623,"Plymouth, Michigan","(42.3712, -83.4675021)",42.3712,-83.4675021
4624,"Southgate, Michigan","(42.2037103, -83.2067556)",42.2037103,-83.2067556
4625,"Carver, Minnesota","(44.807118, -93.7871792)",44.807118,-93.7871792
4626,"Crow Wing, Minnesota","(46.4665237, -94.1017044)",46.4665237,-94.1017044
4627,"Orono, Minnesota","(44.9713519, -93.6044033)",44.9713519,-93.6044033
4628,"Wayzata, Minnesota","(44.9741995, -93.5069942)",44.9741995,-93.5069942
4629,"Minneapolis-St. Paul International Airport, Minnesota","(44.878019050000006, -93.2209280537696)",44.87801905,-93.22092805
4630,"Little Falls, Minnesota","(45.9763545, -94.3625024)",45.9763545,-94.3625024
4631,"Ramsey, Minnesota","(45.0165728, -93.0949501)",45.0165728,-93.0949501
4632,"Sauk Centre, Minnesota","(45.737465, -94.9525216)",45.737465,-94.9525216
4633,"Oakdale, Minnesota","(44.991003000000006, -92.96437403115914)",44.991003,-92.96437403
4634,"North Kansas City, Missouri","(39.1432057, -94.5733988)",39.1432057,-94.5733988
4635,"Cameron, Missouri","(39.7406116, -94.2376137)",39.7406116,-94.2376137
4636,"Battlefield, Missouri","(37.1154066, -93.3642696)",37.1154066,-93.3642696
4637,"Marionville, Missouri","(37.0031121, -93.6374214)",37.0031121,-93.6374214
4638,"Chesterfield, Missouri","(38.661953, -90.5643258)",38.661953,-90.5643258
4639,"DeSoto, Mississippi","(34.8703284, -89.9778704)",34.8703284,-89.9778704
4640,"Olive Branch, Mississippi","(34.9617605, -89.8295315)",34.9617605,-89.8295315
4641,"Byram, Mississippi","(32.191781500000005, -90.27830813751083)",32.1917815,-90.27830814
4642,"Stone, Mississippi","(30.7843863, -89.1342764)",30.7843863,-89.1342764
4643,"Broadwater, Montana","(46.3252827, -111.4969303)",46.3252827,-111.4969303
4644,"Whitefish, Montana","(48.4108018, -114.334624)",48.4108018,-114.334624
4645,"Havre, Montana","(48.5536972, -109.677802)",48.5536972,-109.677802
4646,"Conrad, Montana","(48.170251, -111.943019)",48.170251,-111.943019
4647,"Richland, Montana","(47.8314138, -104.559421)",47.8314138,-104.559421
4648,"North Carolina Central University, North Carolina","(35.973209049999994, -78.89755053748397)",35.97320905,-78.89755054
4649,"Littleton, North Carolina","(36.433988, -77.91096830053597)",36.433988,-77.9109683
4650,"Moore, North Carolina","(35.311484, -83.17810106962074)",35.311484,-83.17810107
4651,"University of North Carolina Hospitals, North Carolina","(None, None)",,
4652,"Randolph, North Carolina","(35.7142874, -79.7975166)",35.7142874,-79.7975166
4653,"Sampson, North Carolina","(35.79504985, -79.0833271496975)",35.79504985,-79.08332715
4654,"Yadkin, North Carolina","(35.7212499, -80.3989449)",35.7212499,-80.3989449
4655,"Hettinger, North Dakota","(46.4448014, -102.4167046)",46.4448014,-102.4167046
4656,"Troy, New Hampshire","(42.823972, -72.1811944)",42.823972,-72.1811944
4657,"Brookline, New Hampshire","(42.7348102, -71.6581267)",42.7348102,-71.6581267
4658,"Hillsborough, New Hampshire","(43.1470788, -71.94574348218381)",43.1470788,-71.94574348
4659,"Boscawen, New Hampshire","(43.315187, -71.621246)",43.315187,-71.621246
4660,"Bow, New Hampshire","(43.133061, -71.549149)",43.133061,-71.549149
4661,"Claremont, New Hampshire","(43.377105, -72.347031)",43.377105,-72.347031
4662,"Linwood, New Jersey","(39.3398404, -74.5751484)",39.3398404,-74.5751484
4663,"Cresskill, New Jersey","(40.9414874, -73.9593041)",40.9414874,-73.9593041
4664,"East Rutherford, New Jersey","(40.833989, -74.0970865)",40.833989,-74.0970865
4665,"Edgewater, New Jersey","(40.8270448, -73.975694)",40.8270448,-73.975694
4666,"Moonachie, New Jersey","(40.8412112, -74.0451405)",40.8412112,-74.0451405
4667,"Lindenwold, New Jersey","(39.81811999999999, -74.97996221777835)",39.81812,-74.97996222
4668,"Magnolia, New Jersey","(39.8545581, -75.0390591)",39.8545581,-75.0390591
4669,"Bloomfield, New Jersey","(40.806767, -74.1854226)",40.806767,-74.1854226
4670,"Raritan Township, New Jersey","(40.510521999999995, -74.89952004229195)",40.510522,-74.89952004
4671,"Monmouth Beach, New Jersey","(40.3303883, -73.9815262)",40.3303883,-73.9815262
4672,"Ocean Township, Monmouth County, New Jersey","(40.2520408, -74.0461049)",40.2520408,-74.0461049
4673,"Mount Arlington, New Jersey","(40.9259319, -74.6348829)",40.9259319,-74.6348829
4674,"Rockaway Township, New Jersey","(40.9613178, -74.49224450744612)",40.9613178,-74.49224451
4675,"Wellsville Village, New York","(42.1220125, -77.9480575)",42.1220125,-77.9480575
4676,"Elmira, New York","(42.0897965, -76.8077338)",42.0897965,-76.8077338
4677,"Glen Cove, New York","(40.862755, -73.6336094)",40.862755,-73.6336094
4678,"North Tonawanda, New York","(43.0407742, -78.8660527)",43.0407742,-78.8660527
4679,"Oswego, New York","(43.4547284, -76.5095967)",43.4547284,-76.5095967
4680,"Schoharie, New York","(42.6659088, -74.3095787)",42.6659088,-74.3095787
4681,"Southampton Town, New York","(40.887365849999995, -72.38521291980231)",40.88736585,-72.38521292
4682,"Bedford Town, New York","(41.1945405, -73.64248758397832)",41.1945405,-73.64248758
4683,"Albany, Ohio","(39.2275735, -82.2023695)",39.2275735,-82.2023695
4684,"Oxford, Ohio","(39.5103048, -84.7420519)",39.5103048,-84.7420519
4685,"Champaign, Ohio","(40.1726987, -83.7701999)",40.1726987,-83.7701999
4686,"Fairview Park, Ohio","(41.4461727, -81.8526519)",41.4461727,-81.8526519
4687,"Mayfield Heights, Ohio","(41.5192189, -81.457896)",41.5192189,-81.457896
4688,"Greenville, Ohio","(40.1023909, -84.6332986)",40.1023909,-84.6332986
4689,"Ohio Department of Natural Resources, Ohio","(38.95011625, -81.81979406882908)",38.95011625,-81.81979407
4690,"Otterbein University, Ohio","(40.12769685, -82.93625855914475)",40.12769685,-82.93625856
4691,"Yellow Springs, Ohio","(39.8045432, -83.8925234)",39.8045432,-83.8925234
4692,"Delhi Township, Ohio","(39.1012882, -84.63533486448141)",39.1012882,-84.63533486
4693,"Green Township, Ohio","(39.1648, -84.65362113692915)",39.1648,-84.65362114
4694,"Highland, Ohio","(39.3445075, -83.5974203)",39.3445075,-83.5974203
4695,"Steubenville, Ohio","(40.3697905, -80.6339638)",40.3697905,-80.6339638
4696,"Elyria, Ohio","(41.3673191, -82.1073583)",41.3673191,-82.1073583
4697,"West Jefferson, Ohio","(39.944784, -83.2688045)",39.944784,-83.2688045
4698,"Mercer, Ohio","(40.6550474, -84.5855125)",40.6550474,-84.5855125
4699,"Pike, Ohio","(40.15087465, -83.00086038195832)",40.15087465,-83.00086038
4700,"Aurora, Ohio","(41.317555, -81.345386)",41.317555,-81.345386
4701,"Springfield Township, Summit County, Ohio","(41.063372799999996, -81.40985478195122)",41.0633728,-81.40985478
4702,"University of Akron, Ohio","(41.07573825, -81.51145320375983)",41.07573825,-81.5114532
4703,"New Franklin, Ohio","(40.9526931, -81.565937)",40.9526931,-81.565937
4704,"Upper Sandusky, Ohio","(40.8272785, -83.2813089)",40.8272785,-83.2813089
4705,"Anadarko, Oklahoma","(35.0725367, -98.2436591)",35.0725367,-98.2436591
4706,"Union City, Oklahoma","(35.3917233, -97.9414364)",35.3917233,-97.9414364
4707,"Delaware, Oklahoma","(36.7786985, -95.6394227)",36.7786985,-95.6394227
4708,"Garvin, Oklahoma","(33.9539972, -94.9424443)",33.9539972,-94.9424443
4709,"Kingfisher, Oklahoma","(35.861432, -97.9317203)",35.861432,-97.9317203
4710,"Perry, Oklahoma","(36.2894855, -97.2880983)",36.2894855,-97.2880983
4711,"Nowata, Oklahoma","(36.700645, -95.6380341)",36.700645,-95.6380341
4712,"Cushing, Oklahoma","(35.9850639, -96.76697)",35.9850639,-96.76697
4713,"Stillwater, Oklahoma","(36.1156306, -97.0585717)",36.1156306,-97.0585717
4714,"Seminole, Oklahoma","(35.2245201, -96.670573)",35.2245201,-96.670573
4715,"Collinsville, Oklahoma","(36.3661205, -95.8398108)",36.3661205,-95.8398108
4716,"Oregon City, Oregon","(45.3573429, -122.6067583)",45.3573429,-122.6067583
4717,"Crook, Oregon","(44.1460291, -120.3839476)",44.1460291,-120.3839476
4718,"Talent, Oregon","(42.243808, -122.788924)",42.243808,-122.788924
4719,"Jefferson, Oregon","(44.7224335, -123.0073897)",44.7224335,-123.0073897
4720,"Gervais, Oregon","(45.1084663, -122.8978937)",45.1084663,-122.8978937
4721,"Morrow, Oregon","(45.360901, -119.6052459)",45.360901,-119.6052459
4722,"Tualatin, Oregon","(45.3838546, -122.7663518)",45.3838546,-122.7663518
4723,"Allegheny, Pennsylvania","(39.9964906, -75.1134652)",39.9964906,-75.1134652
4724,"Hamburg, Pennsylvania","(40.5555764, -75.9822929)",40.5555764,-75.9822929
4725,"Camp Hill, Pennsylvania","(40.2398118, -76.9199742)",40.2398118,-76.9199742
4726,"Mechanicsburg, Pennsylvania","(40.2101972, -77.0047276)",40.2101972,-77.0047276
4727,"Erie, Pennsylvania","(42.1294712, -80.0852695)",42.1294712,-80.0852695
4728,"Whitemarsh Township, Pennsylvania","(40.10200385, -75.25277041626308)",40.10200385,-75.25277042
4729,"Portsmouth, Rhode Island","(41.6024068, -71.2503157)",41.6024068,-71.2503157
4730,"Tiverton, Rhode Island","(41.6257406, -71.166333)",41.6257406,-71.166333
4731,"Cranston, Rhode Island","(41.7809588, -71.4371257)",41.7809588,-71.4371257
4732,"State Police:, Rhode Island","(41.7839521, -71.40849605303032)",41.7839521,-71.40849605
4733,"Bamberg, South Carolina","(33.2971012, -81.0348202)",33.2971012,-81.0348202
4734,"Blackville, South Carolina","(33.3579297, -81.2706606)",33.3579297,-81.2706606
4735,"Cottageville, South Carolina","(32.9371083, -80.480981)",32.9371083,-80.480981
4736,"Greer, South Carolina","(34.9381361, -82.2272119)",34.9381361,-82.2272119
4737,"Coastal Carolina University, South Carolina","(33.7953292, -79.01271034512447)",33.7953292,-79.01271035
4738,"Kershaw, South Carolina","(34.5517286, -80.5832479)",34.5517286,-80.5832479
4739,"Chamberlain, South Dakota","(43.810817, -99.330178)",43.810817,-99.330178
4740,"Madison, South Dakota","(44.006085, -97.11395)",44.006085,-97.11395
4741,"Meade, South Dakota","(44.5263375, -102.6463435)",44.5263375,-102.6463435
4742,"Brandon, South Dakota","(43.594727, -96.572128)",43.594727,-96.572128
4743,"Union, South Dakota","(42.8717888, -96.6772947)",42.8717888,-96.6772947
4744,"Alexandria, Tennessee","(36.0775587, -86.0333222)",36.0775587,-86.0333222
4745,"Gallaway, Tennessee","(35.3259187, -89.6161898)",35.3259187,-89.6161898
4746,"University of the South, Tennessee","(35.116477, -89.9368288)",35.116477,-89.9368288
4747,"East Ridge, Tennessee","(35.0142412, -85.2519003)",35.0142412,-85.2519003
4748,"Pellissippi State Community College, Tennessee","(35.9479863, -84.1666419)",35.9479863,-84.1666419
4749,"Jasper, Tennessee","(35.0742448, -85.6260789)",35.0742448,-85.6260789
4750,"Livingston, Tennessee","(36.3833961, -85.3230221)",36.3833961,-85.3230221
4751,"Sevier, Tennessee","(35.8047065, -83.5291901)",35.8047065,-83.5291901
4752,"Frankston, Texas","(32.0526614, -95.5063456)",32.0526614,-95.5063456
4753,"Pleasanton, Texas","(28.967194, -98.4786269)",28.967194,-98.4786269
4754,"Sealy, Texas","(29.7789913, -96.1568381)",29.7789913,-96.1568381
4755,"Converse, Texas","(29.5180081, -98.3161241)",29.5180081,-98.3161241
4756,"Brewster, Texas","(29.8462742, -103.2400734)",29.8462742,-103.2400734
4757,"Teague, Texas","(31.6453085, -96.33003678278689)",31.6453085,-96.33003678
4758,"Seabrook, Texas","(29.5633199, -95.019723)",29.5633199,-95.019723
4759,"Hedwig Village, Texas","(29.7799318, -95.5187202)",29.7799318,-95.5187202
4760,"Weslaco, Texas","(26.1595156, -97.9908429)",26.1595156,-97.9908429
4761,"Levelland, Texas","(33.5873164, -102.37796)",33.5873164,-102.37796
4762,"Borger, Texas","(35.6678204, -101.3973876)",35.6678204,-101.3973876
4763,"Baylor University:, Texas","(31.55043405, -97.1102905567766)",31.55043405,-97.11029056
4764,"Willis, Texas","(30.4241219, -95.4796587)",30.4241219,-95.4796587
4765,"Livingston, Texas","(30.711029, -94.9329898)",30.711029,-94.9329898
4766,"San Jacinto, Texas","(30.5083577, -95.1902362)",30.5083577,-95.1902362
4767,"Tyler Junior College, Texas","(32.334968399999994, -95.28244563835332)",32.3349684,-95.28244564
4768,"Southwestern University, Texas","(30.6371513, -97.66274097607483)",30.6371513,-97.66274098
4769,"Payson, Utah","(40.0443989, -111.7321518)",40.0443989,-111.7321518
4770,"Lindon, Utah","(40.3432857, -111.7207608)",40.3432857,-111.7207608
4771,"Santa Clara/Ivins, Utah","(37.1685907, -113.6794057)",37.1685907,-113.6794057
4772,"South Ogden, Utah","(41.1918934, -111.9713429)",41.1918934,-111.9713429
4773,"North Ogden, Utah","(41.3071354, -111.9601986)",41.3071354,-111.9601986
4774,"Pleasant View, Utah","(41.3199145, -111.9939299)",41.3199145,-111.9939299
4775,"Rocky Mount, Virginia","(36.9962007, -79.8909474)",36.9962007,-79.8909474
4776,"Frederick, Virginia","(38.42116985, -82.44277896778368)",38.42116985,-82.44277897
4777,"Grayson, Virginia","(36.7676248, -80.9486916)",36.7676248,-80.9486916
4778,"Hanover, Virginia","(37.766531, -77.3702584)",37.766531,-77.3702584
4779,"Prince William County Police Department, Virginia","(38.64423305, -77.44554428955348)",38.64423305,-77.44554429
4780,"Rappahannock, Virginia","(38.6926326, -78.1495818)",38.6926326,-78.1495818
4781,"Emory and Henry College, Virginia","(36.7716217, -81.82918715853677)",36.7716217,-81.82918716
4782,"Clifton Forge, Virginia","(37.8162324, -79.8245002)",37.8162324,-79.8245002
4783,"Covington, Virginia","(37.7934528, -79.9939484)",37.7934528,-79.9939484
4784,"Hampton University, Virginia","(37.0210096, -76.33862554102596)",37.0210096,-76.33862554
4785,"Department of Game and Inland Fisheries, Virginia","(None, None)",,
4786,"St. Johnsbury, Vermont","(44.419464, -72.0153096)",44.419464,-72.0153096
4787,"Milton, Vermont","(44.6380125, -73.1141963652819)",44.6380125,-73.11419637
4788,"Williston, Vermont","(44.4374044, -73.0689621)",44.4374044,-73.0689621
4789,"Brandon, Vermont","(43.7982806, -73.087913)",43.7982806,-73.087913
4790,"Barre, Vermont","(44.197467, -72.502213)",44.197467,-72.502213
4791,"Barre Town, Vermont","(44.18505465, -72.45609847473165)",44.18505465,-72.45609847
4792,"Chester, Vermont","(43.2636017, -72.5960245)",43.2636017,-72.5960245
4793,"Forks, Washington","(47.950222, -124.386165)",47.950222,-124.386165
4794,"Island, Washington","(46.3159677, -119.4850245)",46.3159677,-119.4850245
4795,"Enumclaw, Washington","(47.2047793, -121.9916371)",47.2047793,-121.9916371
4796,"Algona, Washington","(47.2784027, -122.2542238)",47.2784027,-122.2542238
4797,"White Salmon, Washington","(45.7276194, -121.4864619)",45.7276194,-121.4864619
4798,"Brier, Washington","(47.7845419, -122.2742948)",47.7845419,-122.2742948
4799,"Darrington, Washington","(48.252261, -121.6038768)",48.252261,-121.6038768
4800,"Lake Stevens, Washington","(48.0197794, -122.0660914)",48.0197794,-122.0660914
4801,"Kettle Falls, Washington","(48.6105163, -118.0563379)",48.6105163,-118.0563379
4802,"Tenino, Washington","(46.8567408, -122.8502933)",46.8567408,-122.8502933
4803,"Stoughton, Wisconsin","(42.9167389, -89.2178997)",42.9167389,-89.2178997
4804,"Cross Plains, Wisconsin","(43.1124926, -89.6406878)",43.1124926,-89.6406878
4805,"Osceola, Wisconsin","(45.3205848, -92.7045526)",45.3205848,-92.7045526
4806,"Rusk, Wisconsin","(44.9077399, -91.8340623)",44.9077399,-91.8340623
4807,"St. Croix, Wisconsin","(44.862183, -92.6928153)",44.862183,-92.6928153
4808,"New Richmond, Wisconsin","(45.1230213, -92.5365865)",45.1230213,-92.5365865
4809,"Philippi, West Virginia","(39.1523198, -80.0403578)",39.1523198,-80.0403578
4810,"Cabell, West Virginia","(37.788725, -81.2314908)",37.788725,-81.2314908
4811,"Fayetteville, West Virginia","(38.0531294, -81.1039858)",38.0531294,-81.1039858
4812,"Ranson, West Virginia","(39.2952821, -77.8603829)",39.2952821,-77.8603829
4813,"Alaska State Troopers, Alaska","(56.8111177, -132.9588135)",56.8111177,-132.9588135
4814,"Jacksonville State University, Alabama","(33.824924249999995, -85.7654257433432)",33.82492425,-85.76542574
4815,"Logan, Arkansas","(35.2255171, -93.7233321)",35.2255171,-93.7233321
